di ganti iya yang lebih cowok sekalian atau cewek sekali terima kasih senang	-1,-1 FEATURES_PRODUCT 2 12,13
apa lah aplikasi lambat loading	4,5 APP_PERFORMANCE 0 3,4
tau tahu nya sampae tidak bisa kebuka erro terus	-1,-1 FEATURES_PRODUCT 0 4,6
aplikasi mbaking terlelet sedih terima kasih tolong diperbaiki lagi ya	-1,-1 FEATURES_PRODUCT 0 6,8
semenjak di akuisisi bangkok bank jadi lemot	-1,-1 APP_PERFORMANCE 0 6,7
sudah ganti ponsel baru tidak ngaruh	1,3 AUTH_ACCESS 0 -1,-1
sementara aplikasi mobile banking lain di ponsel yang sama sangat lancar lancar saja	-1,-1 FEATURES_PRODUCT 2 10,11
lemot buruk sudah begitu di waktu pula aduh	-1,-1 APP_PERFORMANCE 0 0,1
pengin pengajuan atas tidak kenyamanan saldo aku ke sedot di rekening pertemuan melalui telepon anda bahwa ini penipuan ke aku	1,2 ONBOARDING_KYC 0 -1,-1	5,6 NOTIFICATION_INFO 0 -1,-1	13,14 CUSTOMER_SERVICE 0 -1,-1	17,18 SECURITY_FRAUD 0 17,18
tidak jelas ini aplikasi tidak ada perbaikan sama sekali	-1,-1 FEATURES_PRODUCT 0 0,2
hanya karena logistik keluar otomatis terlalu lambat	-1,-1 APP_PERFORMANCE 0 6,7
membiarkan aku mau transfer kembali pas sudah memasuki rekening dan nominal mau lanjut ke forced logistik out	3,4 TRANSACTION_TRANSFER 0 -1,-1
saya tidak pernah menemukan satu aplikasi yang auto logistik keluar nya lama	-1,-1 FEATURES_PRODUCT 0 1,3
buruk nih aplikasi masa sudah verifikasi wajah	5,7 ONBOARDING_KYC 0 0,1
sudah mah tidak bisa untuk rekening mentok di verifikasi nomor	8,9 ONBOARDING_KYC 0 2,4
lambat sangat ini jaringan sudah penuh juga	-1,-1 APP_PERFORMANCE 0 0,1
tidak tahu lambat atau masa bodoh sih ini developer	-1,-1 APP_PERFORMANCE 2 2,3
ganti perangkat sulit	0,2 AUTH_ACCESS 0 2,3
tidak di cabang	2,3 ACCOUNT_MANAGEMENT 0 -1,-1
tidak di telpon center pertemuan melalui telepon anda tel	6,7 CUSTOMER_SERVICE 0 -1,-1
pelayanan sangat buruk	0,1 CUSTOMER_SERVICE 0 1,3
nasabah nelpon telpon center berarti butuh bantuan dan kasih solusi	6,7 CUSTOMER_SERVICE 1 9,10
aplikasi sangat buruk	-1,-1 FEATURES_PRODUCT 0 1,3
selalu harus login ke apk	2,3 AUTH_ACCESS 0 -1,-1
jangan pakai bank ini dan juga pelayanan nya sangat sangat buruk	6,7 CUSTOMER_SERVICE 0 9,11
layanan aplikasi sangat sangat jelek	0,1 FEATURES_PRODUCT 0 4,5
loading sangat lama	0,1 APP_PERFORMANCE 0 2,3
tampilan sangat berantakan	0,1 UI_UX_DESIGN 0 -1,-1
pengajuan di persulit seperti tidak ada niat membantu	0,1 ONBOARDING_KYC 0 -1,-1
sengaja daftar daring biar tidak perlu cuti untuk khusus mengurus rekening aja	1,2 ONBOARDING_KYC 0 -1,-1
bahkan di meminta verifikasi ke cabang lagi jadi apa bedanya daftar daring kalau gitu	3,4 ONBOARDING_KYC 0 -1,-1	5,6 ACCOUNT_MANAGEMENT 0 -1,-1
fomulir pengisian datanya pun sangat tidak bagus dan sulit di pahami	-1,-1 FEATURES_PRODUCT 0 6,7
kita pakai aplikasi bank lain di waktu bersamaan tetap aman	-1,-1 SECURITY_FRAUD 2 9,10
aku taruh uang di pertemuan melalui telepon anda tidak sedikit	6,7 CUSTOMER_SERVICE 0 -1,-1
harusnya kamu sebagai administrasi aplikasi mohon maaf	3,4 FEES_CHARGES 0 -1,-1
dan segera perbaiki kualitas jaringan bank mu	-1,-1 FEATURES_PRODUCT 0 2,3
untuk tampilan nya perlu di optimalkan lagi	1,2 UI_UX_DESIGN 1 -1,-1
karena masih terlalu berat di semua ponsel kelas uts range sampai flagship pun masih berat	-1,-1 APP_PERFORMANCE 0 3,4
setelah melunasi kita masa pembaruan data lagi	4,5 APP_PERFORMANCE 0 -1,-1
mau mengajukan kita jadi ditolak terus buruk	-1,-1 FEATURES_PRODUCT 0 6,7
layak bintang 1	-1,-1 FEATURES_PRODUCT 1 0,1
aktivasi nya tidak bisa2	0,1 ONBOARDING_KYC 0 -1,-1
baru ganti ponsel baru verikasi ulang dan pas pengambilan foto tidak bisa perangkat tidak mendukung	1,3 AUTH_ACCESS 0 -1,-1	12,13 AUTH_ACCESS 0 10,12
lambat sangat heraann kesal banget mau mengecek doamg lambat nya meminta ampun	-1,-1 APP_PERFORMANCE 0 0,1
sulit sekali mendaftar permatame	2,3 ONBOARDING_KYC 0 0,1
jaringan sudah bagus sangat	-1,-1 FEATURES_PRODUCT 2 2,3
aplikasi nya sangat lemot	-1,-1 APP_PERFORMANCE 0 3,4
dulu mengira ponsel saya lambat pas ganti ponsel tetap saja lemot	6,8 AUTH_ACCESS 0 10,11
perbaiki dong sudah setahun pakai pertemuan melalui telepon anda tidak ada perubahan	7,8 CUSTOMER_SERVICE 0 -1,-1
aplikasi bank paling lemot	-1,-1 APP_PERFORMANCE 0 3,4
sudah di pembaruan masih saja lama	2,3 APP_PERFORMANCE 0 5,6
mau isi gopay saja butuh waktu 10 menit dan tidak berhasil	2,3 TRANSACTION_TRANSFER 0 -1,-1
lambat sekali	-1,-1 APP_PERFORMANCE 0 0,1
gangguan mulu	0,1 APP_PERFORMANCE 0 -1,-1
aku lupa password	1,3 AUTH_ACCESS 0 -1,-1
eh pulsa sudah habis 10rb	1,2 TRANSACTION_TRANSFER 0 -1,-1
bahkan pas masuk menu pembuatan pin bahkan	3,4 UI_UX_DESIGN 0 -1,-1	5,6 AUTH_ACCESS 0 -1,-1
maaf saat ini belum bisa	-1,-1 FEATURES_PRODUCT 0 3,5
itu juga masih suka eror	-1,-1 APP_PERFORMANCE 0 4,5
hampir tiap mau pakai layar nya stuck di biru saja	6,7 APP_PERFORMANCE 0 6,7
setiap hari selalu uninstall aplikasi dan install lagi karena tidak bisa masuk2 ke aplikasi nya	-1,-1 FEATURES_PRODUCT 0 9,11
tidak bisa dipakai untuk apapun	-1,-1 FEATURES_PRODUCT 0 0,2
aku ingin bayar qris tidak bisa	3,4 TRANSACTION_TRANSFER 0 4,6
transfer ke bank tidak bisa	0,1 TRANSACTION_TRANSFER 0 3,5
dompet digital juga tidak bisa	0,2 TRANSACTION_TRANSFER 0 3,5
ada 150 ribu uang aku tidak mau berpindah transaksi gagal terus - menerus	8,10 TRANSACTION_TRANSFER 0 9,10
bug nomer dana tidak bisa di copy paste dari jika tidak ambil dari kontak	-1,-1 APP_PERFORMANCE 0 3,5
tolong ya aku mau aktivitas kartu debit	5,7 FEATURES_PRODUCT 0 -1,-1
kode respon nya tidak masuk2	1,2 CUSTOMER_SERVICE 0 -1,-1
aku gagal merubah passwordnya	-1,-1 APP_PERFORMANCE 0 1,2
berkali kali aku coba dengan di kirimkan otp ke nomor ponsel saya dan memasukkan nomor otpnya gagal dan sudah berkali kali coba	7,8 AUTH_ACCESS 0 -1,-1
menunggu otp lewat sms seperti menunggu uang jatuh dari langit bjir	1,2 AUTH_ACCESS 1 -1,-1
katro sangat pelayanan bank permata	2,3 CUSTOMER_SERVICE 0 -1,-1
enggak jelas anjing saya mau transfer tidak bisa alesanya nomor rekening nya salaah	5,6 TRANSACTION_TRANSFER 0 6,8	9,11 ACCOUNT_MANAGEMENT 0 -1,-1
sudah jelas tertera di situ nya benar ada nama pengguna rekening itu terus mau bagus atas dompet digital juga sama tidak bisa alesanya nomor tidak aktif lah di blok lah	16,18 TRANSACTION_TRANSFER 0 14,15	24,26 ACCOUNT_MANAGEMENT 1 -1,-1
lambat sangat anjaay	-1,-1 APP_PERFORMANCE 0 0,1
cepat dan responsif setelah di pembaruan	5,6 APP_PERFORMANCE 2 0,1
fitur panggilannya tidak bisa	0,1 FEATURES_PRODUCT 0 2,4
sudah pakai paket data maupun wifi tetap tidak bisa	2,4 TRANSACTION_TRANSFER 0 7,9
lapor ke pertemuan melalui telepon anda tel jawabnya tidak ada laporan error perihal panggilan via aplikasi	4,5 CUSTOMER_SERVICE 2 -1,-1	10,11 CUSTOMER_SERVICE 2 11,12
nyatanya memang tidak bisa	-1,-1 FEATURES_PRODUCT 0 2,4
ramah dan cepat pelayanan nya	3,4 CUSTOMER_SERVICE 2 0,1
proses mudah pelyanan baik	-1,-1 UI_UX_DESIGN 2 1,2
aplikasi yang sangat komplit untuk fitur nya	5,6 FEATURES_PRODUCT 2 -1,-1
dan sangat membantu aku dalam transaksi perbankan	5,6 TRANSACTION_TRANSFER 2 1,3
bagus sangat pendaptaranya tidak rumit	-1,-1 UI_UX_DESIGN 2 4,5
hanya lambat nya ini yang bikin greget	-1,-1 APP_PERFORMANCE 0 1,2
kalau mau bayar makan saat qris	5,6 TRANSACTION_TRANSFER 0 -1,-1
kenapa ponsel redmi a2 untuk daftar tidak bisa terutama biar sewa foto infonya harus pakai tipe android berapa	5,6 ONBOARDING_KYC 0 6,8
tolong kalau bisa pembaruan aplikasi nya dong biar tidak terlalu	3,4 APP_PERFORMANCE 0 -1,-1
koneksi internet stabil	-1,-1 FEATURES_PRODUCT 1 2,3
lag pas buka dan mengirim uang nya	0,1 APP_PERFORMANCE 0 -1,-1
perbaiki sistem agar lebih ringan saat di pakai seperti bank lain	-1,-1 FEATURES_PRODUCT 0 0,1
aplikasi lemot	-1,-1 APP_PERFORMANCE 0 1,2
kurang satset	-1,-1 FEATURES_PRODUCT 0 0,1
aplikasi buruk	-1,-1 FEATURES_PRODUCT 0 1,2
beli paket kuota di tulisan pembayaran berhasil saldo sudah terpotong	5,6 TRANSACTION_TRANSFER 1 6,7	7,8 NOTIFICATION_INFO 0 9,10
kuotanya tidak masuk	1,3 TRANSACTION_TRANSFER 0 1,3
ulasan pada bilang lambat	-1,-1 APP_PERFORMANCE 0 3,4
memang sumpah pertemuan melalui telepon anda ini aplikasi perbankan terlemot yang aku pakai	4,5 CUSTOMER_SERVICE 0 -1,-1
kalau mau klik mesti sentuh berkali kali baru respon	8,9 CUSTOMER_SERVICE 0 -1,-1
ampun sudah tidak punya grup develop yang bagus apa bagaimana sih	-1,-1 FEATURES_PRODUCT 2 7,8
bukan makin cepat	-1,-1 FEATURES_PRODUCT 0 2,3
ada pembaruan melulu	1,2 APP_PERFORMANCE 0 -1,-1
makin tidak merespons apa - apa sedih	1,3 APP_PERFORMANCE 0 -1,-1
sudah begitu aplikasi nya paliing lemot	-1,-1 APP_PERFORMANCE 0 5,6
lambat sangat ampun	-1,-1 APP_PERFORMANCE 0 0,1
apa coba masukan kode respon sudah benar bahkan dikatai salah	4,5 CUSTOMER_SERVICE 0 -1,-1
kadang lancar kandang ngbleng	-1,-1 FEATURES_PRODUCT 1 1,2
pertemuan melalui telepon anda aku secara overall sudah menyediakan fitur modern seperi qris	2,3 CUSTOMER_SERVICE 2 -1,-1	9,10 FEATURES_PRODUCT 2 10,11	12,13 TRANSACTION_TRANSFER 2 -1,-1
transfer beda bank bisa gratis lewat bi fast	0,1 TRANSACTION_TRANSFER 2 -1,-1	6,8 TRANSACTION_TRANSFER 2 4,5
hanya iya ada kalanya tiba - tiba lambat aja	-1,-1 APP_PERFORMANCE 0 7,8
kacau	-1,-1 FEATURES_PRODUCT 0 0,1
apa - apa error	-1,-1 APP_PERFORMANCE 0 3,4
aku ads 4 mbaking di ponsel yang sama ini doang yang error melulu	1,2 PROMO_MARKETING 0 -1,-1
kan mau transaksi masa menunggu seminggu baru benar	2,3 TRANSACTION_TRANSFER 0 -1,-1
sejauh yang aku pakai bagus - bagus aja	-1,-1 FEATURES_PRODUCT 2 4,5
dana masuk dan keluar jelas tercatat	0,2 TRANSACTION_TRANSFER 2 4,5
semoga tetap bertahan supaya enggak ada error apalagi pas mau bayar	-1,-1 APP_PERFORMANCE 0 6,7
serius ini aplikasi sangat lemot	-1,-1 APP_PERFORMANCE 0 4,5
karena aplikasi mobil banking yang lain bagus kok	-1,-1 FEATURES_PRODUCT 2 6,7
mntpss banget aplikasi terbaik	-1,-1 FEATURES_PRODUCT 2 3,4
tidak ramah buruk	-1,-1 CUSTOMER_SERVICE 0 2,3
mudah di gunakan	-1,-1 UI_UX_DESIGN 2 0,1
pertemuan melalui telepon anda lambat beda sama bank lain kalau mau melakukan pembayaran satset beda sama pertemuan melalui telepon anda lama sangat bukan masalah jaringannya	2,3 CUSTOMER_SERVICE 0 4,5	12,13 TRANSACTION_TRANSFER 0 -1,-1
memang lambat saja aplikasi nya	-1,-1 APP_PERFORMANCE 0 1,2
terimakasih pertemuan melalui telepon anda bank	3,4 CUSTOMER_SERVICE 2 -1,-1
respon sangat cepat dan sangat membantu	0,1 CUSTOMER_SERVICE 2 4,6
terimakasih juga untuk customer layan yang begitu ramah dalam membantu aku dan suami	-1,-1 CUSTOMER_SERVICE 2 9,10
aplikasi lag buruk dari dulu tidak ada pembaruan perbaikan	1,2 APP_PERFORMANCE 0 2,3	7,8 APP_PERFORMANCE 0 -1,-1
uang aku nyangkut tidak bisa login lagi dan karena saya lupa password makanya saya mencoba riset password eh bahkan di persulit enggak jelas mana hanya di kasih arahan tidak jelas lagi	3,6 AUTH_ACCESS 0 3,5	10,12 AUTH_ACCESS 0 -1,-1	11,12 AUTH_ACCESS 1 22,23
di suruh telpon bebas pulsa juga percuma tidak di angkat enggak jelas	4,5 TRANSACTION_TRANSFER 0 6,7
selalu keluar sendiri	1,3 APP_PERFORMANCE 0 1,3
aplikasi nya lambat parah	-1,-1 APP_PERFORMANCE 0 3,4
perbaiki lah masa kalah sama aplikasi bank oranye	-1,-1 FEATURES_PRODUCT 0 0,1
tolong di perbaiki lagi aplikasi lambat sangat parah	-1,-1 APP_PERFORMANCE 0 7,8
aplikasi dari bank lain cepat lancar	-1,-1 FEATURES_PRODUCT 2 5,6
kalau seperti ini terus jadi tidak nyaman transaksi di pertemuan melalui telepon anda aku	7,8 TRANSACTION_TRANSFER 0 6,7	11,12 CUSTOMER_SERVICE 0 -1,-1
tolong dong perbaiki sistemnya	-1,-1 FEATURES_PRODUCT 0 2,3
bank ini saja yang paling lambat sedunia	-1,-1 APP_PERFORMANCE 0 5,6
kalo tidak butuh untuk payroll sangat malas transaksi di sini tolong perbaiki sistemnya	7,8 TRANSACTION_TRANSFER 0 11,12
aplikasi paling lemot	-1,-1 APP_PERFORMANCE 0 2,3
transaksi jadi makin mudah	0,1 TRANSACTION_TRANSFER 2 3,4
aplikasi kagak jelas bjir	-1,-1 FEATURES_PRODUCT 1 2,3
bahkan sekedar untuk memasuki otp yang dikirim yang sama dan masih berlaku	4,5 AUTH_ACCESS 0 -1,-1
masih disalahin sampai tidak bisa akses lagi baru mau bikin akun	-1,-1 FEATURES_PRODUCT 0 3,5
nomor rekening nya tidak kebaca2 sampai beberapa kali baru kebaca	0,2 ACCOUNT_MANAGEMENT 0 -1,-1
fitur cukup lengkap untuk kebutuhan mobile banking senang	0,1 FEATURES_PRODUCT 1 2,3
pengalaman pengguna masih kurang nyaman	0,2 UI_UX_DESIGN 0 4,5
aplikasi kadang sulit untuk login atau masuk	4,5 AUTH_ACCESS 0 2,3
semoga ke depannya performa	3,4 APP_PERFORMANCE 0 -1,-1
tampilan	0,1 UI_UX_DESIGN 0 -1,-1
dan kemudahan penggunaan bisa lebih ditingkatkan bagus	-1,-1 FEATURES_PRODUCT 2 6,7
aplikasi nya sangat membantu	-1,-1 FEATURES_PRODUCT 2 2,4
mau reset pasword saja tidak bisa harus dapat sms	-1,-1 FEATURES_PRODUCT 0 4,6
kecewa sudah berapa kali kena gangguan melulu ini	5,6 APP_PERFORMANCE 0 0,1
proses nya lambat sudah 2 minggu belum selesai juga ini proses saya	-1,-1 APP_PERFORMANCE 0 2,3
wahai administrasi kenapa aku tidak bisa login	1,2 FEES_CHARGES 0 -1,-1	4,7 AUTH_ACCESS 0 4,6
kenapa tidak bisa login apakah ada nomor whatsapp administrasi yang bisa di hubungi untuk kelanjutan informasinya	7,8 CUSTOMER_SERVICE 0 -1,-1
tidak bisa aktivasi kartu	2,3 ONBOARDING_KYC 0 0,2
aneh pulsa sudah terpotong untuk otp	1,2 TRANSACTION_TRANSFER 0 3,4	5,6 AUTH_ACCESS 0 -1,-1
gagal juga	-1,-1 APP_PERFORMANCE 0 0,1
tolong diperbaiki pembaruan datanya	2,3 APP_PERFORMANCE 0 0,2
sangat lemot	-1,-1 APP_PERFORMANCE 0 1,2
aplikasi sangat lambat error mohon untuk diperbaiki sistem sama banking nya	-1,-1 APP_PERFORMANCE 0 3,4
pelayanan customer service kurang ramah	0,1 CUSTOMER_SERVICE 0 -1,-1	1,3 CUSTOMER_SERVICE 0 4,5
lambat buruk buruk	-1,-1 APP_PERFORMANCE 0 1,2
aplikasi lambat respon	2,3 CUSTOMER_SERVICE 0 1,2
diklik tidak langsung masuk menu	4,5 UI_UX_DESIGN 0 -1,-1
tolong iya perbaiki ini dari awal pakai tidak ada perbaikan	-1,-1 FEATURES_PRODUCT 0 2,3
mohon perbaiki sistemnya	-1,-1 FEATURES_PRODUCT 0 1,2
saat login sangat lama dan selalu pembaruan terus untuk aplikasi nya	1,2 AUTH_ACCESS 0 3,4	6,7 APP_PERFORMANCE 0 -1,-1
banking rumit begini masih ada saja yang kerjasama dengannya termasuk tempat kerja aku	-1,-1 UI_UX_DESIGN 0 1,2
aplikasi lambat sangat abwaang	-1,-1 APP_PERFORMANCE 0 1,2
aku sudah berhasil pembuatan rekening	-1,-1 FEATURES_PRODUCT 1 2,3
pas masuk ke pertemuan melalui telepon anda bengking ya tidak bisa masuk payah	5,6 CUSTOMER_SERVICE 0 9,11
buka rekening nama sudah sesuai salah melulu sistem nya bagaimana ini	0,2 ONBOARDING_KYC 0 -1,-1
transfer uang di proses	0,1 TRANSACTION_TRANSFER 0 -1,-1
saldo berkurang	0,2 SECURITY_FRAUD 0 1,2
meminta bukti tidak ada aneh sekali menyusahkan	-1,-1 FEATURES_PRODUCT 0 6,7
kontak bantuan untuk telepon menggunakan internet wassap ponsel android tidak dapat digunakan	1,2 CUSTOMER_SERVICE 0 -1,-1	3,4 CUSTOMER_SERVICE 0 9,11
selalu close sendiri saat ditekan tombol hubungi permatatel	5,6 UI_UX_DESIGN 0 -1,-1
dan lain - lain sudah dicoba pakai internet provider dan wifi tetap tidak bisa	-1,-1 FEATURES_PRODUCT 0 12,14
aplikasi tidak warass sistemnya error serba salah pedahalan semua benar seperti id pasword	-1,-1 APP_PERFORMANCE 2 4,5
tidak bisa daftar	2,3 ONBOARDING_KYC 0 0,2
pertemuan melalui telepon anda bank coba m - banking nya perbaiki lambat banget	2,3 CUSTOMER_SERVICE 0 -1,-1
kayak berat aplikasi nya	-1,-1 APP_PERFORMANCE 0 1,2
suka macet tidak bisa dibuka	2,5 APP_PERFORMANCE 0 2,4
setuju sama ulasan pengguna lain aplikasi ini sangat lambat sumpah	-1,-1 APP_PERFORMANCE 0 7,9
buka qris lemot	1,2 TRANSACTION_TRANSFER 0 2,3
sekedar cek saldo juga lambat meminta ampun sekarang ada kendala sistem dengan alasan perbaikan	1,3 NOTIFICATION_INFO 0 4,5
ada kebutuan transfer urgent buruk sangat pertemuan melalui telepon anda ini tolong perbaiki segera iya layanan kalian	2,3 TRANSACTION_TRANSFER 0 4,5	8,9 CUSTOMER_SERVICE 0 -1,-1	15,16 FEATURES_PRODUCT 0 12,13
selalu gangguan saat ingin login m - banking	1,2 APP_PERFORMANCE 0 -1,-1	4,5 AUTH_ACCESS 0 -1,-1
selalu meminta di cek jaringan stabil	-1,-1 FEATURES_PRODUCT 1 5,6
kurang stabil apa 5g	-1,-1 FEATURES_PRODUCT 0 1,2
melakukan transaksi bahkan harus membuat antrian panjang karena lambatnya navigasi dan kesulitan saat login	1,2 TRANSACTION_TRANSFER 0 -1,-1	9,10 UI_UX_DESIGN 0 -1,-1
saya pembaruan sekali lagi	1,2 APP_PERFORMANCE 0 -1,-1
untuk malu pembayaran sy	2,3 TRANSACTION_TRANSFER 0 -1,-1
karna ponsel lama tidak bisa di pakai rusak	-1,-1 FEATURES_PRODUCT 0 3,5
di ponsel aku bahkan gangguan layanannya dari bulan kemarin tidak bisa dibuka sama sekali	4,5 APP_PERFORMANCE 0 -1,-1	9,12 APP_PERFORMANCE 0 9,11
transaksi harus lewat atm mulu	0,1 TRANSACTION_TRANSFER 0 -1,-1	3,4 TRANSACTION_TRANSFER 0 -1,-1
sudah mah apk ' a luelet meminta pembaruan terus lagi aplikasi lucu	7,8 APP_PERFORMANCE 0 -1,-1
gila ini pertemuan melalui telepon anda	4,5 CUSTOMER_SERVICE 0 -1,-1
sering malu kalau belanja pakai qris atau transfers	5,6 TRANSACTION_TRANSFER 0 -1,-1
sangat - sangat buruk	-1,-1 FEATURES_PRODUCT 0 2,4
itu juga kalau saldo nya belum aku pindah kan ke bank lain kecewa kalau bukan karena payroll	3,4 NOTIFICATION_INFO 0 -1,-1
lambat seperti siput	-1,-1 APP_PERFORMANCE 0 0,1
sangat menjengkelkan sekali	-1,-1 FEATURES_PRODUCT 0 1,2
untuk logistik ini di ponsel yang baru tidak bisa waktu alasannya perangkat tidak mendukung	11,12 AUTH_ACCESS 0 7,9
aplikasi butut masak setara bank mau untuk buku tabungan ditolak aplikasi enggak jelas jangan ada yang donwload buang waktu	7,9 ACCOUNT_MANAGEMENT 1 12,13
sangat baik semakin sukses dan berjaya pertemuan melalui telepon anda bank	8,9 CUSTOMER_SERVICE 2 3,4
mempersulit ketika mau bikin rekening jadi nya lama apalagi pada saat di bank yang disalahkan ponsel aku yang lag	18,19 APP_PERFORMANCE 0 -1,-1
memang aplikasi nya tidak layak	-1,-1 FEATURES_PRODUCT 0 4,5
nomer telpon center tidak bisa dihubungi	3,6 CUSTOMER_SERVICE 0 3,5
bank pertemuan melalui telepon anda melawai raya kebayoran baru pelayanan nya bagus	3,4 CUSTOMER_SERVICE 2 -1,-1	9,10 CUSTOMER_SERVICE 2 11,12
pelayanan nya bagus scurity nya ramah	0,1 CUSTOMER_SERVICE 2 2,3
sangat mudah dan cepat security sangat membantu	-1,-1 UI_UX_DESIGN 2 3,4
terlalu banyak bug dan gangguan code	4,5 APP_PERFORMANCE 0 2,3
mohon diperbaiki sistem jaringannya	-1,-1 FEATURES_PRODUCT 0 0,2
memakai jaringan internet 5g tetap banyak error	-1,-1 APP_PERFORMANCE 0 6,7
semakin di pembaruan aplikasi semakin lemoott	2,3 APP_PERFORMANCE 0 -1,-1
sangaatt menjengkelkan	-1,-1 FEATURES_PRODUCT 0 1,2
mohon di perbaiki masalah wifi dan data seluler tidak bisa jalan dua2 nya	-1,-1 FEATURES_PRODUCT 0 8,10
selasa dan kamis untuk transaksi kebutuhan usaha kalau terhambat usaha aku tersendat	4,5 TRANSACTION_TRANSFER 0 8,9
sistem lambat sering keluar sendiri customer service sulit di hubungi	3,5 APP_PERFORMANCE 0 3,5	5,7 CUSTOMER_SERVICE 0 7,8
tidak jelas saya lagi crol sana sini lihat2 produk tiba - tiba di bilang waktu habis kalau tidak ada aktifitas	8,9 FEATURES_PRODUCT 0 -1,-1
lagi scrol di pertemuan melalui telepon anda bukan di tempat lain di bilang mau tambah waktu saya tekan bagus bahkan keluar ngulang lagi dari awal	5,6 CUSTOMER_SERVICE 2 -1,-1
apl kacau nih	-1,-1 FEATURES_PRODUCT 0 1,2
ini bagaimana akun aku kok enggak bisa di buka pas mau login prangkat tidak mendukung pas freviksai wajah apa sih tolong di perbaiki	11,12 AUTH_ACCESS 1 -1,-1	17,18 AUTH_ACCESS 1 22,23
daftar nya mah tetap di cabang	0,1 ONBOARDING_KYC 0 -1,-1	5,6 ACCOUNT_MANAGEMENT 0 -1,-1
jadi ini aplikasi hanya sebagai ganti kertas form pendaftaran lucu	8,9 ONBOARDING_KYC 0 -1,-1
aplikasi yang tidak bisa baca ktp	5,6 ONBOARDING_KYC 0 2,4
mudah sekali jawabnya itu itu saja	-1,-1 UI_UX_DESIGN 1 0,1
bukan saja lemot	-1,-1 APP_PERFORMANCE 2 2,3
tidak bisa dibuka alasan kendala teknis	0,3 APP_PERFORMANCE 0 0,2
saya sudah beberapa hari mau buka selalu tidak bisa	-1,-1 FEATURES_PRODUCT 0 7,9
banyak kekurangan di antarmuka	3,4 UI_UX_DESIGN 0 -1,-1
pengalaman menggunakan aplikasi kurang sederhana seperti aplikasi banking yang lain	-1,-1 FEATURES_PRODUCT 0 3,4
lambat benar aplikasi ini	-1,-1 APP_PERFORMANCE 0 0,1
aplikasi bank lain lancar jaya	-1,-1 FEATURES_PRODUCT 2 3,5
koneksi stabil	-1,-1 FEATURES_PRODUCT 1 1,2
respon code iya tidak dikirim2	0,1 CUSTOMER_SERVICE 0 -1,-1
baik sekali respon cepat dan pelayanan baik	2,3 CUSTOMER_SERVICE 2 3,4	5,6 CUSTOMER_SERVICE 2 -1,-1
akses cepat dan untuk layanan juga baik	4,5 FEATURES_PRODUCT 2 1,2
sudah dari bulan kemarin selalu gagal transaksi	6,7 TRANSACTION_TRANSFER 0 5,6
memang kocak sangat nih aplikasi sudah lemot	-1,-1 APP_PERFORMANCE 0 6,7
bahkan qris juga gagal	1,2 TRANSACTION_TRANSFER 0 3,4
layanan bagus	0,1 FEATURES_PRODUCT 2 1,2
cepat	-1,-1 FEATURES_PRODUCT 2 0,1
ini bagaimana iya tidak bisa login terus keterangan gagal verifikasi biometrik	3,6 AUTH_ACCESS 0 3,5	9,10 ONBOARDING_KYC 0 8,9	10,11 AUTH_ACCESS 0 -1,-1
sudah saya pembaruan data ke disduk masih belum bisa login	2,3 APP_PERFORMANCE 0 -1,-1	9,10 AUTH_ACCESS 0 7,9
sangat lambat sekali aplikasi permata	-1,-1 APP_PERFORMANCE 0 0,2
susahnya mau untuk transaksi harus punya stok kantong sabar	3,4 TRANSACTION_TRANSFER 0 -1,-1	7,8 FEATURES_PRODUCT 0 -1,-1
tlg di perbaiki	-1,-1 FEATURES_PRODUCT 0 2,3
aku pakai atm lain belum pernah bermasalah untuk bagus atas bagus up	2,3 TRANSACTION_TRANSFER 2 6,7
sudah 3 hari aku bagus atas dana pakai pertemuan melalui telepon anda gamasuk2	10,11 CUSTOMER_SERVICE 2 4,5
pemberitahuan harus 8 hari	0,1 NOTIFICATION_INFO 0 -1,-1
terpaksa dagangan aku tidak bisa jalan karena masalah ini 3 hari tidak jualan uang nyangkut tidak ada solusi pasti hanya suruh menunggu menunggu doang	-1,-1 FEATURES_PRODUCT 0 3,5
sangat tidak direkomendasikan lebih baik ganti bank lain saja	-1,-1 FEATURES_PRODUCT 0 1,3
buat qris juga gabisa	1,2 TRANSACTION_TRANSFER 0 -1,-1
makin kesini makin buruk ini aplikasi	-1,-1 FEATURES_PRODUCT 0 2,4
mau transfer saja sekarang rumit sangat	1,2 TRANSACTION_TRANSFER 0 4,5
pelayanan sangat ramah	0,1 CUSTOMER_SERVICE 2 2,3
tolong tingkatkan kecepatan membuka dan menutup aplikasi	2,3 APP_PERFORMANCE 0 -1,-1
koneksi internet bagus	-1,-1 FEATURES_PRODUCT 2 2,3
untuk membuka aplikasi loading lama	3,4 APP_PERFORMANCE 0 3,5
atau bikin simple saja tampilan tampilan supaya lebih cepat mengakses menu dalam aplikasi	4,5 UI_UX_DESIGN 1 -1,-1	10,11 UI_UX_DESIGN 1 8,9
aplikasi lambat	-1,-1 APP_PERFORMANCE 0 1,2
lelet	-1,-1 APP_PERFORMANCE 0 0,1
